input	target
@USER Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump	1
@USER I’m going to save liberals the work and go ahead and put myself in the misogyny and racist jail before I retweet this gem. URL	0
@USER @USER So take him to court	0
@USER @USER I understand I sound cold-but I love Nintendo. This money grubbing bastards 😹	1
@USER All that shit was hers URL	1
@USER Doct Tape Please!	0
@USER He is quite good at faking. Must have done it numerous times	1
@USER You are turd 💞	1
@USER @USER @USER Wow !!! no wonder the Liberals only got worse as a party of bullies to women...??? no accountability.	1
You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL	1
@USER He is 😭😭😭 he is so precious 💖	0
@USER @USER She lost because she got outplayed. She is disgusting for her behavior	1
@USER @USER Sounds like he joined #Antifa .. Gov. @USER  of #WA state recently  took anti- #POLICE stance won't sign certificates recognizing top 20  law enforcement officers for #Police #Combat competition excellence  #ThinBlueLine #MAGA #KAG #BlueLivesMatter #LawEnforcement #2A @USER	0
@USER Governor of his state next	0
@USER @USER @USER One of the best #MAGA men on Twatter.  Good heart to heart. Hey Jack... URL	0
@USER Bitchhhhhh I'm jelllll	0
@USER It is a cult!  I pointed that out to my brother.  He has over 500 FB followers who love to talk hate and bash liberals.  I referred to them as his right-wing cult!	0
@USER @USER @USER @USER @USER also trump IS a fascist- LITERALLY.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.	1
@USER Americans have had enough of liberals at ESPN and the NFL	0
"@USER @USER @USER Especially those who play the Good Religious Boy"" routine as 80% of their ""Job Interview"". Seriously, imagine pulling that crap in a job interview &amp; then imagine - interview for Supreme Court Justice.  Kav spends WAY too much time talking about how pure he is."""	1
@USER uhh.. He is so cute.. I don't know what it is about a strong man's man I luv.. Lol.. Especially that can fight.. I guess bc I had to grow up being able to hold mines being so short to the point you don't have to worry about fighting anymore..	0
@USER You are an inspiration to us all.	0
11:11  Harry Potter reunion Ariana to be happy and safe Love Happiness for me and my friends Gun control @USER to notice me @USER to follow meee Cure for cancer now please Bye anxiety  Lion to get rid of depression  Hug Lion	0
"@USER Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement.""  ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic."""	1
Here is an Awesome Video of Alex Jones invading Capitol Hill watch as he tells off the mainstream media #FakeNews #WednesdayWisdom #MAGA #Trump #vaxxed #readthebook #CDCWhistleblower #VaccineHolocaust @USER @USER @USER @USER @USER URL	0
@USER Alright imma need an explanation there	0
@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone	1
@USER Dangerous to ask for supporting facts surrounding an allegation of a crime?  Liberals want conservatives to be guilty until proven innocent.  So transparent.	0
@USER Principled conservatives are #Hypocrickets	0
@USER @USER @USER @USER @USER Hahah a left telling a right he is making everything political.. too f’n funny!	0
@USER @USER @USER @USER You've got nerve pointing the finger at other states with the murder rate you have. How's that gun control working for you? Own it	0
@USER Heil Facebook! Yeah...pretty much.	0
@USER @USER @USER Jokes are funny if the person saying them doesn’t really hate whites and Christians.  That’s a National past time for liberals these days.  Funny stuff...for the Louis Farrakhan crowd.  Racist crap by any barometer.	1
@USER @USER We've had millions of people marching peacefully in the streets without incident. A small group of far left people got violent on a couple occasions when confronting alt-right hate groups. Antifa is not part of the Resistance any more than the KKK is part of the GOP. G'night.	0
I got more common sense than all of my followers  :)	1
@USER @USER @USER @USER @USER Timing? They had this info in their laps? You betcha. THAT'S the chess game of politics. Nothing new here. Use things to your advantage when you need them. Doesn't make them untrue. 🤨	0
@USER Nahhh you are!	0
@USER @USER Crooked	0
@USER His gun control skills need work he missed by about a foot and a half.	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And yet antifa dresses like isis....	0
@USER @USER I think they meant to write Michael.	0
@USER @USER Boycott NFL Continues 👍	0
"@USER Not so much, it's just me alone with myself. The whole You are your worst enemy"" type deal"""	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that!	0
@USER And Democrats want an open border and gun control...🤣🤣😅	0
@USER It has been being de-created slowly and stealthily since the CONservatives came to power... Hunt's done a sterling job.	0
@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!	0
@USER Did the view just exposed crooked Hillary through Omarosa? 😂😂🤣🤣	0
@USER It seems Christine Ford was an ANTIFA member! Wiped her social media accounts. What is her involvement in the leftist vandalism in California?	0
@USER @USER @USER Liberals can’t stand all the WINNIG!!  😂. URL	0
@USER He is Spartacus!!!	0
@USER He'll be replaced. . . . . . . . by another Muslim.	0
@USER @USER Target is brilliant with this. Keep an eye out (esp online as there’s online only shit that’s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.	1
@USER @USER @USER He's not an opportunistic liar. Nor have you proven he is. So your whole argument is fake news.	1
@USER @USER Yep. Here she is defying us to take another picture. URL	0
@USER If they do this then I'm all FOR the former in that scenario with regards to antifa.	0
@USER Shes so old that shes been pushing gun control since the Lincoln assassination.	1
EVERYBODY❤️🌝 ROY🎸AYERS-‘76🎷 URL @USER @USER @USER @USER #MAGA #Trump #USA @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL	0
@USER @USER @USER @USER @USER @USER How is paying taxes optional? Tax evasion is a crime. We have human rights laws and the 1A; your opinion on this issue is preposterous. Gilliam is not anti 2A. Sensible gun control that would prevent mentally ill people like you from owning a gun is all we want.	1
@USER Believe the woman.  What person would volunteer for the shit show she is about to experience if it weren’t true.  I stand in solidarity with Christine Blasey Ford.	1
@USER It just hit me the fact that Bey is always on her private yacht whenever she is on vacay. Sis will stay on the water where non of y’all can bother her🤣😂	0
@USER Awe Hogwash do we really need you to overstate the obvious?	0
@USER Ahhh I see I picked up Antonio since he is already on the team 🤷🏻‍♂️	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good list. Keep it going	0
@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please	1
@USER Ahhh how the left punishes it’s soldiers. Today is your last day=don’t forget your 6 million dollar goodbye check. Thanks for supporting the cause.	0
@USER Haven't watched it in years.  #NoNFLZoneHome @USER #QAnon #MAGA.	0
@USER #cnn will go down in flames with the rest of the liberals.  They are far too clueless to change.	1
"@USER @USER He is involved because he was there! Now he needs to man up and be at this hearing. Since when is it a choice to answer questions if you're a witness? If course his black out drunk"" phase might come into this."""	0
#fakenews #lyingnews @USER Liberals are losing their optimism. Soon they'll have to give up their welfare checks and food stamps and get a job. Conservatives are enjoying an optimism we haven't had in 30 years. URL	0
